timestamp,event_type,command_id,mode,tx_state,health,alarm,rssi_dbm,snr_db,raw_packet
2026-06-03 17:45:01,STATUS_SENT,0,Maritime Large,Disabled,OK,0,,,"T=STAT,CID=0,MODE=MLV,TX=DIS,H=OK,A=0"
2026-06-03 17:47:22,COMMAND_RECEIVED,2,SARVideo,Enabled,OK,0,-99.00,6.25,"T=CMD,CID=2,TS=1780534042.6502333,MODE=SARV,TX=EN,RSSI=-99.00,SNR=6.25"
2026-06-03 17:47:22,STATUS_SENT,2,SARVideo,Enabled,OK,0,,,"T=STAT,CID=2,MODE=SARV,TX=EN,H=OK,A=0"
2026-06-03 17:47:24,COMMAND_RECEIVED,3,Maritime Large,Enabled,OK,0,-90.00,11.00,"T=CMD,CID=3,TS=1780534044.7820435,MODE=MLV,TX=EN,RSSI=-90.00,SNR=11.00"
2026-06-03 17:47:25,STATUS_SENT,3,Maritime Large,Enabled,OK,0,,,"T=STAT,CID=3,MODE=MLV,TX=EN,H=OK,A=0"
2026-06-03 17:47:27,COMMAND_RECEIVED,4,Maritime Small,Enabled,OK,0,-89.00,11.75,"T=CMD,CID=4,TS=1780534047.2082026,MODE=MSV,TX=EN,RSSI=-89.00,SNR=11.75"
2026-06-03 17:47:27,STATUS_SENT,4,Maritime Small,Enabled,OK,0,,,"T=STAT,CID=4,MODE=MSV,TX=EN,H=OK,A=0"
2026-06-03 17:47:36,COMMAND_RECEIVED,6,Maritime Small,Disabled,OK,0,-102.00,2.00,"T=CMD,CID=6,TS=1780534055.936182,MODE=MSV,TX=DIS,RSSI=-102.00,SNR=2.00"
2026-06-03 17:47:36,STATUS_SENT,6,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=6,MODE=MSV,TX=DIS,H=OK,A=0"
2026-06-03 17:47:37,COMMAND_RECEIVED,7,Maritime Small,Disabled,OK,0,-95.00,8.25,"T=CMD,CID=7,TS=1780534057.2027104,MODE=MSV,TX=DIS,RSSI=-95.00,SNR=8.25"
2026-06-03 17:47:37,STATUS_SENT,7,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=7,MODE=MSV,TX=DIS,H=OK,A=0"
2026-06-03 17:47:39,COMMAND_RECEIVED,8,MTI,Disabled,OK,0,-102.00,0.75,"T=CMD,CID=8,TS=1780534058.9506474,MODE=MTI,TX=DIS,RSSI=-102.00,SNR=0.75"
2026-06-03 17:47:39,STATUS_SENT,8,MTI,Disabled,OK,0,,,"T=STAT,CID=8,MODE=MTI,TX=DIS,H=OK,A=0"
2026-06-03 17:47:47,COMMAND_RECEIVED,9,SARVideo,Disabled,OK,0,-105.00,-0.25,"T=CMD,CID=9,TS=1780534067.4166834,MODE=SARV,TX=DIS,RSSI=-105.00,SNR=-0.25"
2026-06-03 17:47:47,STATUS_SENT,9,SARVideo,Disabled,OK,0,,,"T=STAT,CID=9,MODE=SARV,TX=DIS,H=OK,A=0"
