timestamp,event_type,command_id,mode,tx_state,health,alarm,rssi_dbm,snr_db,raw_packet
2026-05-27 19:26:00,STATUS_SENT,0,MTI,Disabled,OK,0,,,"T=STAT,CID=0,MODE=MTI,TX=DIS,H=OK,A=0"
2026-05-27 19:26:23,COMMAND_RECEIVED,1,MTI,Enabled,OK,0,-45.00,12.00,"T=CMD,CID=1,TS=1779935181.938965,MODE=MTI,TX=EN,RSSI=-45.00,SNR=12.00"
2026-05-27 19:26:23,STATUS_SENT,1,MTI,Enabled,OK,0,,,"T=STAT,CID=1,MODE=MTI,TX=EN,H=OK,A=0"
2026-05-27 19:28:35,COMMAND_RECEIVED,2,MTI,Enabled,OK,0,-84.00,10.50,"T=CMD,CID=2,TS=1779935313.6572213,MODE=MTI,TX=EN,RSSI=-84.00,SNR=10.50"
2026-05-27 19:28:35,STATUS_SENT,2,MTI,Enabled,OK,0,,,"T=STAT,CID=2,MODE=MTI,TX=EN,H=OK,A=0"
2026-05-27 19:28:43,COMMAND_RECEIVED,3,SARVideo,Enabled,OK,0,-84.00,10.75,"T=CMD,CID=3,TS=1779935321.6130047,MODE=SARV,TX=EN,RSSI=-84.00,SNR=10.75"
2026-05-27 19:28:43,STATUS_SENT,3,SARVideo,Enabled,OK,0,,,"T=STAT,CID=3,MODE=SARV,TX=EN,H=OK,A=0"
2026-05-27 19:28:49,COMMAND_RECEIVED,4,Maritime Large,Enabled,OK,0,-83.00,11.00,"T=CMD,CID=4,TS=1779935328.2191906,MODE=MLV,TX=EN,RSSI=-83.00,SNR=11.00"
2026-05-27 19:28:49,STATUS_SENT,4,Maritime Large,Enabled,OK,0,,,"T=STAT,CID=4,MODE=MLV,TX=EN,H=OK,A=0"
2026-05-27 19:28:55,COMMAND_RECEIVED,5,Maritime Small,Enabled,OK,0,-84.00,10.50,"T=CMD,CID=5,TS=1779935333.6225317,MODE=MSV,TX=EN,RSSI=-84.00,SNR=10.50"
2026-05-27 19:28:55,STATUS_SENT,5,Maritime Small,Enabled,OK,0,,,"T=STAT,CID=5,MODE=MSV,TX=EN,H=OK,A=0"
2026-05-27 19:29:00,COMMAND_RECEIVED,6,Maritime Small,Enabled,OK,0,-83.00,10.75,"T=CMD,CID=6,TS=1779935338.5716815,MODE=MSV,TX=EN,RSSI=-83.00,SNR=10.75"
2026-05-27 19:29:00,STATUS_SENT,6,Maritime Small,Enabled,OK,0,,,"T=STAT,CID=6,MODE=MSV,TX=EN,H=OK,A=0"
2026-05-27 19:29:06,COMMAND_RECEIVED,7,Maritime Small,Disabled,OK,0,-84.00,10.75,"T=CMD,CID=7,TS=1779935344.358967,MODE=MSV,TX=DIS,RSSI=-84.00,SNR=10.75"
2026-05-27 19:29:06,STATUS_SENT,7,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=7,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-27 19:29:35,COMMAND_RECEIVED,8,MTI,Disabled,OK,0,-82.00,11.50,"T=CMD,CID=8,TS=1779935373.8218062,MODE=MTI,TX=DIS,RSSI=-82.00,SNR=11.50"
2026-05-27 19:29:35,STATUS_SENT,8,MTI,Disabled,OK,0,,,"T=STAT,CID=8,MODE=MTI,TX=DIS,H=OK,A=0"
2026-05-27 19:29:41,COMMAND_RECEIVED,9,SARVideo,Disabled,OK,0,-82.00,10.75,"T=CMD,CID=9,TS=1779935379.329214,MODE=SARV,TX=DIS,RSSI=-82.00,SNR=10.75"
2026-05-27 19:29:41,STATUS_SENT,9,SARVideo,Disabled,OK,0,,,"T=STAT,CID=9,MODE=SARV,TX=DIS,H=OK,A=0"
2026-05-27 19:29:47,COMMAND_RECEIVED,10,Maritime Large,Disabled,OK,0,-82.00,10.75,"T=CMD,CID=10,TS=1779935385.6766405,MODE=MLV,TX=DIS,RSSI=-82.00,SNR=10.75"
2026-05-27 19:29:47,STATUS_SENT,10,Maritime Large,Disabled,OK,0,,,"T=STAT,CID=10,MODE=MLV,TX=DIS,H=OK,A=0"
2026-05-27 19:29:53,COMMAND_RECEIVED,11,Maritime Small,Disabled,OK,0,-82.00,11.00,"T=CMD,CID=11,TS=1779935391.7826865,MODE=MSV,TX=DIS,RSSI=-82.00,SNR=11.00"
2026-05-27 19:29:53,STATUS_SENT,11,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=11,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-27 19:30:00,COMMAND_RECEIVED,12,Maritime Small,Enabled,OK,0,-83.00,10.75,"T=CMD,CID=12,TS=1779935399.177012,MODE=MSV,TX=EN,RSSI=-83.00,SNR=10.75"
2026-05-27 19:30:00,STATUS_SENT,12,Maritime Small,Enabled,OK,0,,,"T=STAT,CID=12,MODE=MSV,TX=EN,H=OK,A=0"
2026-05-27 19:30:07,COMMAND_RECEIVED,13,Maritime Small,Disabled,OK,0,-82.00,10.75,"T=CMD,CID=13,TS=1779935406.0901837,MODE=MSV,TX=DIS,RSSI=-82.00,SNR=10.75"
2026-05-27 19:30:07,STATUS_SENT,13,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=13,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-27 19:30:45,COMMAND_RECEIVED,14,MTI,Disabled,OK,0,-83.00,11.25,"T=CMD,CID=14,TS=1779935443.5096443,MODE=MTI,TX=DIS,RSSI=-83.00,SNR=11.25"
2026-05-27 19:30:45,STATUS_SENT,14,MTI,Disabled,OK,0,,,"T=STAT,CID=14,MODE=MTI,TX=DIS,H=OK,A=0"
2026-05-27 19:31:00,COMMAND_RECEIVED,15,SARVideo,Disabled,OK,0,-91.00,7.50,"T=CMD,CID=15,TS=1779935458.9606001,MODE=SARV,TX=DIS,RSSI=-91.00,SNR=7.50"
2026-05-27 19:31:00,STATUS_SENT,15,SARVideo,Disabled,OK,0,,,"T=STAT,CID=15,MODE=SARV,TX=DIS,H=OK,A=0"
2026-05-27 19:31:13,COMMAND_RECEIVED,16,Maritime Large,Disabled,OK,0,-91.00,7.75,"T=CMD,CID=16,TS=1779935472.102152,MODE=MLV,TX=DIS,RSSI=-91.00,SNR=7.75"
2026-05-27 19:31:13,STATUS_SENT,16,Maritime Large,Disabled,OK,0,,,"T=STAT,CID=16,MODE=MLV,TX=DIS,H=OK,A=0"
2026-05-27 19:31:21,COMMAND_RECEIVED,17,Maritime Small,Disabled,OK,0,-91.00,8.00,"T=CMD,CID=17,TS=1779935479.9161663,MODE=MSV,TX=DIS,RSSI=-91.00,SNR=8.00"
2026-05-27 19:31:21,STATUS_SENT,17,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=17,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-27 19:31:27,COMMAND_RECEIVED,18,Maritime Small,Enabled,OK,0,-91.00,7.75,"T=CMD,CID=18,TS=1779935485.3618696,MODE=MSV,TX=EN,RSSI=-91.00,SNR=7.75"
2026-05-27 19:31:27,STATUS_SENT,18,Maritime Small,Enabled,OK,0,,,"T=STAT,CID=18,MODE=MSV,TX=EN,H=OK,A=0"
2026-05-27 19:31:32,COMMAND_RECEIVED,19,Maritime Small,Disabled,OK,0,-90.00,8.50,"T=CMD,CID=19,TS=1779935490.9649746,MODE=MSV,TX=DIS,RSSI=-90.00,SNR=8.50"
2026-05-27 19:31:32,STATUS_SENT,19,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=19,MODE=MSV,TX=DIS,H=OK,A=0"
