timestamp,event_type,command_id,mode,tx_state,health,alarm,rssi_dbm,snr_db,raw_packet
2026-05-05 20:55:44,STATUS_SENT,0,SARVideo,Disabled,OK,0,,,"T=STAT,CID=0,MODE=SARV,TX=DIS,H=OK,A=0"
2026-05-05 20:56:18,COMMAND_RECEIVED,1,MTI,Enabled,OK,0,-72.00,12.25,"T=CMD,CID=1,TS=1778039776.1955147,MODE=MTI,TX=EN,RSSI=-72.00,SNR=12.25"
2026-05-05 20:56:18,STATUS_SENT,1,MTI,Enabled,OK,0,,,"T=STAT,CID=1,MODE=MTI,TX=EN,H=OK,A=0"
2026-05-05 20:56:27,COMMAND_RECEIVED,2,SARVideo,Enabled,OK,0,-71.00,11.50,"T=CMD,CID=2,TS=1778039785.483574,MODE=SARV,TX=EN,RSSI=-71.00,SNR=11.50"
2026-05-05 20:56:27,STATUS_SENT,2,SARVideo,Enabled,OK,0,,,"T=STAT,CID=2,MODE=SARV,TX=EN,H=OK,A=0"
2026-05-05 20:56:31,COMMAND_RECEIVED,3,Maritime Large,Enabled,OK,0,-73.00,11.50,"T=CMD,CID=3,TS=1778039789.962825,MODE=MLV,TX=EN,RSSI=-73.00,SNR=11.50"
2026-05-05 20:56:31,STATUS_SENT,3,Maritime Large,Enabled,OK,0,,,"T=STAT,CID=3,MODE=MLV,TX=EN,H=OK,A=0"
2026-05-05 20:56:34,COMMAND_RECEIVED,4,Maritime Small,Enabled,OK,0,-72.00,11.75,"T=CMD,CID=4,TS=1778039792.3975875,MODE=MSV,TX=EN,RSSI=-72.00,SNR=11.75"
2026-05-05 20:56:34,STATUS_SENT,4,Maritime Small,Enabled,OK,0,,,"T=STAT,CID=4,MODE=MSV,TX=EN,H=OK,A=0"
2026-05-05 20:56:36,COMMAND_RECEIVED,5,Maritime Small,Enabled,OK,0,-73.00,12.00,"T=CMD,CID=5,TS=1778039794.560037,MODE=MSV,TX=EN,RSSI=-73.00,SNR=12.00"
2026-05-05 20:56:36,STATUS_SENT,5,Maritime Small,Enabled,OK,0,,,"T=STAT,CID=5,MODE=MSV,TX=EN,H=OK,A=0"
2026-05-05 20:56:38,COMMAND_RECEIVED,6,Maritime Small,Disabled,OK,0,-72.00,12.25,"T=CMD,CID=6,TS=1778039796.6888173,MODE=MSV,TX=DIS,RSSI=-72.00,SNR=12.25"
2026-05-05 20:56:38,STATUS_SENT,6,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=6,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-05 20:56:40,COMMAND_RECEIVED,7,Maritime Small,Disabled,OK,0,-72.00,13.00,"T=CMD,CID=7,TS=1778039798.7539635,MODE=MSV,TX=DIS,RSSI=-72.00,SNR=13.00"
2026-05-05 20:56:40,STATUS_SENT,7,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=7,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-05 20:57:19,STATUS_SENT,0,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=0,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-05 20:58:42,COMMAND_RECEIVED,8,MTI,Disabled,OK,0,-91.00,3.25,"T=CMD,CID=8,TS=1778039920.5548327,MODE=MTI,TX=DIS,RSSI=-91.00,SNR=3.25"
2026-05-05 20:58:42,STATUS_SENT,8,MTI,Disabled,OK,0,,,"T=STAT,CID=8,MODE=MTI,TX=DIS,H=OK,A=0"
2026-05-05 20:58:47,COMMAND_RECEIVED,9,SARVideo,Disabled,OK,0,-88.00,6.25,"T=CMD,CID=9,TS=1778039925.8630784,MODE=SARV,TX=DIS,RSSI=-88.00,SNR=6.25"
2026-05-05 20:58:47,STATUS_SENT,9,SARVideo,Disabled,OK,0,,,"T=STAT,CID=9,MODE=SARV,TX=DIS,H=OK,A=0"
2026-05-05 20:58:48,COMMAND_RECEIVED,10,Maritime Large,Disabled,OK,0,-89.00,5.50,"T=CMD,CID=10,TS=1778039926.7566197,MODE=MLV,TX=DIS,RSSI=-89.00,SNR=5.50"
2026-05-05 20:58:48,STATUS_SENT,10,Maritime Large,Disabled,OK,0,,,"T=STAT,CID=10,MODE=MLV,TX=DIS,H=OK,A=0"
2026-05-05 20:58:49,COMMAND_RECEIVED,11,Maritime Small,Disabled,OK,0,-88.00,6.25,"T=CMD,CID=11,TS=1778039927.884109,MODE=MSV,TX=DIS,RSSI=-88.00,SNR=6.25"
2026-05-05 20:58:49,STATUS_SENT,11,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=11,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-05 20:58:50,COMMAND_RECEIVED,12,Maritime Small,Enabled,OK,0,-89.00,5.75,"T=CMD,CID=12,TS=1778039928.7099469,MODE=MSV,TX=EN,RSSI=-89.00,SNR=5.75"
2026-05-05 20:58:50,STATUS_SENT,12,Maritime Small,Enabled,OK,0,,,"T=STAT,CID=12,MODE=MSV,TX=EN,H=OK,A=0"
2026-05-05 20:58:51,COMMAND_RECEIVED,13,Maritime Small,Disabled,OK,0,-89.00,5.50,"T=CMD,CID=13,TS=1778039929.3826275,MODE=MSV,TX=DIS,RSSI=-89.00,SNR=5.50"
2026-05-05 20:58:51,STATUS_SENT,13,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=13,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-05 20:58:51,COMMAND_RECEIVED,14,Maritime Small,Disabled,OK,0,-87.00,5.50,"T=CMD,CID=14,TS=1778039930.1405523,MODE=MSV,TX=DIS,RSSI=-87.00,SNR=5.50"
2026-05-05 20:58:51,STATUS_SENT,14,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=14,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-05 20:59:45,STATUS_SENT,0,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=0,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-05 21:00:30,STATUS_SENT,0,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=0,MODE=MSV,TX=DIS,H=OK,A=0"
