timestamp,event_type,command_id,mode,tx_state,health,alarm,rssi_dbm,snr_db,raw_packet
2026-05-08 07:51:36,STATUS_SENT,0,Maritime Small,Disabled,OK,0,,,"T=STAT,CID=0,MODE=MSV,TX=DIS,H=OK,A=0"
2026-05-08 07:52:27,COMMAND_RECEIVED,1,MTI,Disabled,OK,0,-59.00,12.25,"T=CMD,CID=1,TS=1778251945.5240343,MODE=MTI,TX=DIS,RSSI=-59.00,SNR=12.25"
2026-05-08 07:52:27,STATUS_SENT,1,MTI,Disabled,OK,0,,,"T=STAT,CID=1,MODE=MTI,TX=DIS,H=OK,A=0"
2026-05-08 07:52:58,COMMAND_RECEIVED,2,MTI,Disabled,OK,0,-59.00,12.50,"T=CMD,CID=2,TS=1778251976.2377007,MODE=MTI,TX=DIS,RSSI=-59.00,SNR=12.50"
2026-05-08 07:52:58,STATUS_SENT,2,MTI,Disabled,OK,0,,,"T=STAT,CID=2,MODE=MTI,TX=DIS,H=OK,A=0"
2026-05-08 07:54:38,COMMAND_RECEIVED,3,SARVideo,Disabled,OK,0,-61.00,12.75,"T=CMD,CID=3,TS=1778252047.7801187,MODE=SARV,TX=DIS,RSSI=-61.00,SNR=12.75"
2026-05-08 07:54:38,STATUS_SENT,3,SARVideo,Disabled,OK,0,,,"T=STAT,CID=3,MODE=SARV,TX=DIS,H=OK,A=0"
2026-05-08 07:54:38,COMMAND_RECEIVED,4,SARVideo,Enabled,OK,0,-61.00,12.50,"T=CMD,CID=4,TS=1778252061.696443,MODE=SARV,TX=EN,RSSI=-61.00,SNR=12.50"
2026-05-08 07:54:38,STATUS_SENT,4,SARVideo,Enabled,OK,0,,,"T=STAT,CID=4,MODE=SARV,TX=EN,H=OK,A=0"
2026-05-08 07:55:25,COMMAND_RECEIVED,6,SARVideo,Enabled,OK,0,-61.00,12.50,"T=CMD,CID=6,TS=1778252123.5718572,MODE=SARV,TX=EN,RSSI=-61.00,SNR=12.50"
2026-05-08 07:55:25,STATUS_SENT,6,SARVideo,Enabled,OK,0,,,"T=STAT,CID=6,MODE=SARV,TX=EN,H=OK,A=0"
2026-05-08 07:55:30,COMMAND_RECEIVED,7,Maritime Large,Enabled,OK,0,-61.00,12.75,"T=CMD,CID=7,TS=1778252128.3483374,MODE=MLV,TX=EN,RSSI=-61.00,SNR=12.75"
2026-05-08 07:55:30,STATUS_SENT,7,Maritime Large,Enabled,OK,0,,,"T=STAT,CID=7,MODE=MLV,TX=EN,H=OK,A=0"
2026-05-08 07:56:06,STATUS_SENT,0,Maritime Large,Enabled,OK,0,,,"T=STAT,CID=0,MODE=MLV,TX=EN,H=OK,A=0"
